actID,Title,StartYear,EndYear,Funding_Entity,Reference,Type,Keywords,objective,projectID
act544486,Mesch: Material Encounters with Digital Cultural Heritage,2013.0,2017.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,600851,European Research Project,['smart objects; internet of things; tangible and embodied interaction; co-design; content personalisation; context adaptivity; extra-large digital resources; museum visits; social context'],"meSch, Material EncounterS with digital Cultural Heritage, has the goal of designing, developing and deploying tools for the creation of tangible interactive experiences that will connect the physical experience of museums and exhibitions with relevant digital cross-media information in novel ways.  A wealth of digital cultural heritage content is currently available in on-line repositories and archives, it is however accessed only in a limited way and utilised through rather static modes of delivery. meSch will bridge the gap between visitors' cultural heritage experience on-site and on-line by providing a platform for the creation of tangible smart exhibits, that will enable heritage professionals to compose and realise physical artifacts enriched by digital content without the need for specialised technical knowledge: the platform will include an authoring toolkit for the composition of physical/digital narratives to be mapped to interactive artefacts, and an embedded multi-sensor digital system platform for the construction of ad-hoc physical smart exhibits. The meSch envisioning and realisation approach is grounded on principles of co-design, the broad participation of designers, developers and stakeholders into the process, and on a Do-It-Yourself philosophy to making and experimentation: hands-on design and making workshops will be employed throughout the project to inform and shape development. Three large-scale case studies in different museums will provide test beds for the real-world evaluation of meSch technology with the public and cultural heritage stakeholders. The ultimate goal of the project is to support the creation of an open community of cultural heritage institutions driving and sharing a new generation of physical/digital museum interactives.",600851
act544605,EUROFUSION-2016-MAT-2.3.2-T005-ODS fabrication and characterization (STARS process),2016.0,2016.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-633053,European Research Project,,"A Roadmap to the realization of fusion energy was adopted by the EFDA system at the end of 2012. The roadmap aims at achieving all the necessary know-how to start the construction of a demonstration power plant (DEMO) by 2030, in order to reach the goal of fusion electricity in the grid by 2050. The roadmap has been articulated in eight different Missions. The present proposal has the goal of implementing the activities described in the Roadmap during Horizon 2020 through a joint programme of the members of the EUROfusion Consortium. ITER is the key facility in the roadmap. Thus, ITER success remains the most important overarching objective of the programme and, in the present proposal the vast majority of resources in Horizon 2020 are devoted to ensure that ITER is built within scope, time and budget; its operation is properly prepared; and a new generation of scientists and engineers is properly educated (at undergraduate and PhD level) and trained (at postdoctoral level) for its exploitation. DEMO is the only step between ITER and a commercial fusion power plant. To achieve the goal of fusion electricity demonstration by 2050, DEMO construction has to begin in the early 2030s at the latest, to allow the start of operation in the early 2040s. DEMO cannot be defined and designed by research laboratories alone, but requires the full involvement of industry in all technological and systems aspects of the design. Specific provisions for the involvement of industry in the Consortium activities are envisaged.",633053
act544399,ENERsip: Energy Saving Information Platform for Consumption and Distribution Networks,2010.0,2012.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,FP7-ICT-247624,European Research Project,['energy; m2m; smartgrid; gereration & consumption; monitoring; energy positive; buildings'],"The main goal of the ENERsip project is to create an adaptive, customizable, and service-oriented ENERgy monitoring and control system for energy grids and decision makers. ENERsip is conceived on the idea that mixing energy, communications, control, computing and construction for the consumption and generation elements, must be active and proactively coordinated. To bring the idea into reality, ENERsip would provide an open Information platform that would allow optimising in near real-time generation and consumption matching in residential, commercial buildings and neighbourhoods.For doing so, ENERsip will create an open service-oriented architectural platform to allow create positive energy buildings and neighbourhoods by coordinating the consumers and the generators, while creating smart energy grids that will self feed with real-time information. Using advanced and novel communication protocols the information will be constantly exchanged through the ENERsip system, between energy grids, decision makers and users, helping consumers save energy using intuitive interfaces while maintaining the desired comfort levels. ENERsip is targeted to allow the emergence of an open electricity market by using components from different suppliers, unifying their protocols and providing reliable data exchange services, thus helping reinforce European industrial and technological position in ICT-enabled energy efficiency technologies.The ENERsip multinational well balanced consortium of industrial and research organizations, strengthened with the utility company, will focus on research, development and demonstration of ENERsip at field tests with concrete targets under real conditions, by introducing a managed positive-energy generation and consumption elements of the positive-energy buildings and neighbourhoods. The outcome of the adoption of ENERsip will allow setting new behavioural patters in the society and reduce overall intense economic dependence on energy.",247624
act544580,"Architecture-driven, Multi-concern and Seamless Assurance and Certification of Cyber-Physical. Systems",2016.0,2019.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,692474,European Research Project,,"Embedded systems have significantly increased in technical complexity towards open, interconnected systems. This has exacerbated the problem of ensuring dependability in the presence of human, environmental and technological risks. The rise of complex Cyber-Physical Systems (CPS) has led to many initiatives to promote reuse and automation of labor-intensive activities. Two large-scale projects are OPENCOSS and SafeCer, which dealt with assurance and certification of software-intensive critical systems using incremental and model-based approaches. OPENCOSS defined a Common Certification Language (CCL), unifying concepts from different industries to build a harmonized approach to reduce time and cost overheads, via facilitating the reuse of certification assets. SafeCer developed safety-oriented process lines, a component model, contract-based verification techniques, and process/product-based model-driven safety certification for compositional development and certification of CPSs.AMASS will create and consolidate a de-facto European-wide assurance and certification open tool platform, ecosystem and self-sustainable community spanning the largest CPS vertical markets. We will start by combining and evolving the OPENCOSS and SafeCer technological solutions towards end-user validated tools, and will enhance and perform further research into new areas not covered by those projects. The ultimate aim is to lower certification costs in face of rapidly changing product features and market needs. This will be achieved by establishing a novel holistic and reuse-oriented approach for architecture-driven assurance (fully compatible with standards e.g. AUTOSAR and IMA), multi-concern assurance (compliance demonstration, impact analyses, and compositional assurance of security and safety aspects), and for seamless interoperability between assurance/certification and engineering activities along with third-party activities (external assessments, supplier assurance).",692474
act544748,AEROMIC: Development of New digital Microphone-MEMS-Sensors for wind tunnels with open/closed test sections and flight tests,2021.0,2023.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101007958,European Research Project,['piezoelectric mems microphone; piezoresistive mems microphone; aeroacoustic measurement; microphone array; wind-tunnel test; flight test; turbulent boundary layer; noise reduction'],"AEROMIC aims at envisioning an innovative sensor technology for aeroacoustic measurements based on high performance MEMS microphones integrated as microphone arrays, and the development of a compact smart sensor surface through the integration of sensors and electronic components using vertical integration technology. The main objective of this proposal is the development of novel high performance digital wall-mounted microphone-MEMS-sensors for surface unsteady pressure and wall shear stress measurements for future noise reduced large passenger and other aircrafts. Novel miniaturized piezoelectric and piezoresistive MEMS microphones with properties exceeding the state-of-the-art in terms of bandwidth, sensitivity, dynamic range and robustness will be developed to capture the unsteady pressure fluctuations underneath the turbulent boundary layer with very high spatial and temporal resolutions in a very broad frequency range. The two MEMS microphones can be optimized for the wind-tunnel testing (WTT) and flight testing (FT) applications as required, respectively.",101007958
act544732,Intelligent Reliability 4.0,2020.0,2023.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,876659,European Research Project,"['electrical and electronic engineering: semiconductors, components, systems; quality 4.0, physics of failure, robustness validation, prediction, chip-package-board/; system, design for reliability, reliability requirements, functional materials, ai, ml; testability']","Intelligent Reliability 4.0 (iRel40) has the ultimate goal of improving reliability for electronic components and systems by reducing failure rates along the entire value chain. Trend for system integration, especially for heterogeneous integration, is miniaturization. Thus, reliability becomes an increasing challenge on device and system level and faces exceptional requirements for future complex applications. Applications require customer acceptance and satisfaction at acceptable cost. Reliability must be guaranteed when using systems in new and critical environments. In iRel40, 79 partners from 14 countries collaborate in 6 technical work packages along the value chain. WP1 focuses on specifications and requirements. WP2 and WP3 focus on modelling, simulation, materials and interfaces based on test vehicles. WP4 applies the test vehicle knowledge to industrial pilots related to production. WP5 applies the knowledge to testing. WP6 focuses on application use cases applying the industrial pilots. We assess and validate the iRel40 results. Reliable electronic components and systems are developed faster and new processes are transferred to production with higher speed. Crucial insight gained by Physics of Failure and AI methods will push overall quality levels and reliability.iRel40 results will strengthen production along the value chain and support sustainable success of Electronic Components and Systems investment in Europe. By collaboration between academy, industry and knowledge institutes on this challenging topic of reliability, the project secures more than 25.000 jobs in the 25 participating production and testing sites in Europe. The project supports new applications and reliable chips push applications in energy efficiency, e-mobility, autonomous driving and IoT. This unique project brings, for the first time ever, world-leading reliability experts and European manufacturing expertise together to generate a sustainable pan-European reliability community.",876659
act544513,"TRENDMINER_ENLARGED:Large-scale, Cross-lingual Trend Mining and Summarisation of Real-time media Streams Enlarged",2013.0,2014.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,FP7-612336,European Research Project,,"The recent massive growth in online media and the rise of user-authored content (e.g weblogs, Twitter, Facebook) has lead to challenges of how to access and interpret these strongly multilingual data, in a timely, efficient, and affordable manner. Scientifically, streaming online media pose new challenges, due to their shorter, noisier, and more colloquial nature. Moreover, they form a temporal stream strongly grounded in events and context. Consequently, existing language technologies fall short on accuracy, scalability and portability.The goal of this project is to deliver. innovative, portable open-source real-time methods for cross-lingual mining and summarisation of large-scale stream media.TrendMiner will achieve this through an inter-disciplinary approach, combining deep linguistic methods from text processing, knowledge-based reasoning from web science, machine learning, economics, and political science. No expensive human annotated data will be required due to our use of time-series data (e.g. financial markets, political polls) as a proxy. A key novelty will be weakly supervised machine learning algorithms for automatic discovery of new trends and correlations. Scalability and affordability will be addressed through a cloud-based infrastructure for real-time text mining from stream media.Results will be validated in two high-profile case studies: financial decision support (with analysts, traders, regulators, and economists) and political analysis and monitoring (with politicians, economists, and political journalists).The techniques will be generic with many business applications: business intelligence, customer relations management, community support. The project will also benefit society and ordinary citizens by enabling enhanced access to government data archives, summarisation of online health information , and tracking of hot societal issues.TrendMiner addresses Objective ICT-2011.4.2 Language Technologies, target outcome b) Information access and mining.",287863
act544477,COUNTERFOG: Device for Large Scale Fog Decontamination,2013.0,2017.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,FP7-SEC-2012-312804,European Research Project,,"COUNTERFOG will be a new, rapid response system for collapsing all kinds of dispersed agents (smoke, fog, spores, etc.) by using a fog made of a solution that could eventually contain any kind of neutralizing component. It will be a permanent installation in large public buildings like railway stations but also a portable COUNTERFOG for use outdoors, used to counteract a CBRN attack in its earliest stages, greatly reducing the number of potential fatalities.  In fact, COUNTERFOG will use the same “weapon” as a CBRN attack: a dispersed state with a large surface/volume ratio. It will penetrate all the intricate holes CBRN agents are able to infiltrate. As it needs a minimum quantity of decontaminant, it is intrinsically an environmental-friendly and electric-compatible system. It would have three benefits: Firstly, to neutralize and collapse the CBRN cloud, secondly, to rapidly decontaminate all the affected people in that area, and finally, to rapidly decontaminate any equipment and the facility itself.Because of the large-scale fogging capacity of up to three components, choice of pressures and capability to simultaneously emulsify liquids and disperse solid particles and an enormous surface/volume ratio, it will be possible to counteract a CBRN cloud in large, open areas.  Nozzle, sensor and solid mesoporous particles will be technological keys.A Fog Dynamic Laboratory will be designed, built and used in the project to test the ability such a system has to condense different kinds of smokes, clouds or fogs and its ability to simultaneously neutralize different kinds of CBRN agents and combined incidents (fire & CBRN). Full scale tests will be also performed. Eventually, the real applicability, side effects and compatibility with conventional fire protection facilities will also investigated, a detailed marketing plan prepared and a diffusion campaign implemented.  Furthermore, a spin-off company will be set up in order to exploit the results most effectively.",312804
act538526,ClimateFinReg: Can we Mitigate Climate Change through Financial Regulation?,2020.0,2022.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,891124,European Research Project,['financial regulation; social networks; contagion; experiments'],"Climate change is one of the most pressing problems of humanity. And yet the carbon emissions have not decreased but increased since 2006.  The present project presents a novel approach to achieve a global reduction of carbon emissions in the coming decades by harnessing the power of financial regulation. We will concentrate on the challenges to make this approach work, as well as on the opportunities it presents, to achieve a practical solution for this extremely difficult problem. We argue that financial stability regulation is sufficiently powerful to change the incentives for firms and reduce significantly their carbon footprints. The substance of the argument starts from the observation that financial systems are increasingly interconnected. This increasing interconnection has led regulators to give a larger role to a macroprudential  approach in their activities. That is, they intend to reduce risks to the whole financial system, what they call “systemic risks,” rather than simply risks to individual institutions. Our work stems from a large emerging literature about contagion in financial networks,  and will explore its implications for climate change mitigation and financial regulation. The substance of this project is to answer a series of questions about the viability and desirability of this policy. It will be structured around three work packages. WP1, will analyse the expected distribution of shocks that arises from climate change. It will also study their impact to the financial system. The other two works packages will explore two key determinants of adoption of the policy. In WP2 we explore the impact of the large uncertainty about the effects of climate change on the mindset of regulators. In WP3 we study the transmission of social attitudes and social norms into the decision processes of legislators and regulators.",891124
act560449,NEMO - Next Generation Meta Operating System,2023.0,2025.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101070118,European Research Project,,"NEMO aims to establish itself as the game changer of AIoT-Edge-Cloud Continuum by introducing an open source, flexible, adaptable, cybersecure and multi-technology meta-Operating System, sustainable during and after the end of the project, via the Eclipse foundation (NEMO consortium member). To achieve technology maturity and massive adoption, NEMO will not “reinvent the wheel”, but leverage and interface existing systems, technologies and Open Standards, and introduce novel concepts, tools, testing facilities/Living Labs and engagement campaigns to go beyond today’s state of the art, make breakthrough research and create sustainable innovation, already within the project lifetime.NEMO will introduce innovations at different layers of the protocol stack, enabling on-device Cybersecure Federated ML/DRL, deliver time-triggered (TSN) multipath ad-hoc/hybrid self-organized and zero-delay failback/self-healing multi-cloud clusters, multi-technology Secure Execution Environment and on-Service Level Objectives meta-Orchestrator, Plugin and Apps Lifecycle Management and Intent Based programming tools. Moreover, NEMO will be “by design” and “by innovation” cybersecure and trusted adopting state of the art mechanisms such as Mutual TLS and Digital Identity Attestation.NEMO will be validated in 5 most prominent industrial sectors (i.e. Farming, Energy, Mobility/City, Industry 4.0 and Media/XR) and 8 use cases in 5 +1 Living Labs,  utilizing more than 30 heterogenous IoT devices and real 5G infrastructure. The impact will not only safeguard EU position in data economy and applications verticals, but lower energy efficiency, reduce pesticides and CO2 footprint.Beyond Eclipse adoption, NEMO sustainability, wide acceptance and SMEs engagement will be achieved via open source ecosystems, standardization initiatives and 2 Open Calls that will provide financial support of 1,8M€ and access to NEMO Living Labs to SMEs and enlarge NEMO by at least 16 new entities.",101070118
act559880,"EcoMobility - Intelligent, Safe and secure connected Electrical Mobility solutions: Towards European Green Deal and Seamless Mobility",2023.0,2026.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101112306,European Research Project,,"EcoMobility will support European industry and cities in transitioning from isolated and static transportation means towards a service-centric, connected mobility ecosystem by sharing data and services across involved stakeholders. The project will enable and simplify cooperative development, deployment, operation and life cycle management of connected adaptive end-to-end mobility solutions in a sustainable manner.EcoMobility will•establish devops practices within the supply chain with continuous and customized cloud-based addition and improvement of mobility services•support contract-based runtime coupling of mobility services within edge/cloud-based service for deployment of AI solutions, coupled with monitoring, analysis and coordination of vehicles, transportation infrastructures and people•deliver reliable & enhanced vision, perception, including HD maps, and localization systems for safe, connected, and automated vehicles•deliver customized and improved fail-operational ADAS systems reflecting technology capabilities of heterogeneous vehicles and protecting vulnerable road users•provide energy-aware control and scheduling of electric vehicles including smart Battery Management Systems (BMS) and coordination with other transportation means•contribute to increased public acceptance of electrified autonomous vehicles and bridge gaps between technological advancements and legal and regulatory frameworks.The demonstrators within EcoMobility will showcase the project’s findings and capabilities for the end-to-end sustainable mobility ecosystem with impact on improved trust, safety, security, efficiency and ecology of mobility solutions to a level appropriate for mass-market deployment. Emerging innovations will leverage the expertise of world-renowned industrial and research partners within the mobility value chain, giving Europe a competitive edge in a growing market with direct contributions to the European goal of zero road fatalities by 2050",101112306
act544043,MEDIEVAL: Multimedia Transport for mobile Video Applications,2011.0,2012.0,MINISTERIO DE CIENCIA E INNOVACION,TEC2010-12005-E,Complementary National Fundings for Research Activities,,"Video is a major challenge for the future Internet. This traffic type is foreseen to account for close to 90 percent of consumer traffic already by 2012. However, the current Internet, and in particular the mobile Internet, was not designed with video requirements in mind and, as a consequence, its architecture is very inefficient when handling video traffic. It is the vision of this consortium that, as video is going to represent the majority of the traffic, the future Internet architecture should be tailored to efficiently support the requirements of this traffic type. Specific enhancements for video should be introduced at all layers of the protocol stack where needed, ideally supporting an incremental deployment.Following the above vision, the main goal of the current proposal is to evolve the Internet architecture for efficient video traffic support. The proposed architecture will follow a cross-layer design that, by exploiting the interaction between layers, can raise performance to values unattainable with individual developments. The following key issues will be addressed by the architecture: i) enhanced wireless access support to optimise video performance, ii) novel IP mobility architecture adapted to the requirements of video traffic, iii) transport optimisations for video distribution and iv) network-aware video services that interact with the underlying layers. The technology developed by the project will be designed taking into account the requirements of network operators for commercial deployment, and will aim at improving the Quality of Experience by users as well as reducing the associated costs for operators. Standardization and early incremental testing are considered key success factors for MEDIEVAL.The consortium is well balanced and combines the integrated perspectives of three mobile operators, a major manufacturer and an innovative video technology company, in addition to leading academic partners and research institutes.",258053
act557037,G-EPIC - Gender Empowerment through Politics In Classrooms,2023.0,2026.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101095000,European Research Project,,"Ensuring the future of democracy requires empowering all social group to engage, yet the gender gap in political leadership, political ambition and political self-efficacy is the most persistent and most difficult to tackle across Western democracies. The situation when looking across the intersect of gender, social class and ethnicity becomes even more grave. These differences have been shown to begin in the school and classroom dynamics has been cited as the likely socialisation process that leads to these different outcomes.  G-EPIC, a multinational consortium of universities and civil society organisations, has been brought together with the aim of fostering social innovation and testing interventions to reduce gender inequality in politics. The 7 partners in 6 countries (Belgium, Czechia, Denmark, Germany, Spain and United Kingdom) will begin by establishing the state of play through classroom observations and reanalysis of existing quantitative data to understand how inequalities in attitudes and dispositions towards political engagement are learnt. G-EPIC will then create experiments in schools and pilot design-based interventions co-developed with civil-society, teachers and students. These experiments and interventions will be rigorously evaluated in comparisons with control groups and will lead to the development of the Gender Empowerment in Classroom intervention that will be disseminated and delivered in schools across Europe creating the possibility for real change and the reduction of the gender gap in political leadership. In addition, G-EPIC will also carry out a holistic evaluation of the national context and the local and European policy framework to design strategies, regulations and policies that are conducive to a more equitable gender political involvement, particularly of girls with a disadvantaged background.",101095000
act544395,HI-POD: Historical Patterns of Development and Underdevelopment: Originals and Persistence of the Great Divergence,2008.0,2012.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,FP7-SSH-225342,European Research Project,['little divergence; great divergence; economic growth; intercontinental trade; industrial revolution; gender; demography; development; unified growth models'],"Understanding the ‘great’ and ‘little’ divergences between Northwest Europe and the rest of Europe, and between Europe and the rest of the world, implies considerable challenges, both in terms of quantification and analysis. In terms of quantification, the major European challenges are to be found in the pre-1800 period, although much work remains to be done in quantifying post-1800 performance elsewhere. This proposed research project fits very tightly with the objectives of this call. We will be explicitly exploring the “relations between world regions and the factors shaping different development paths in a historical perspective” (Area 8.4.1). We will be explicitly focussing on the experiences of Asia, Africa and Latin America, and will be drawing not only upon European-based scholars but on a Latin American partner to this end (Activity 8.4). In terms of the specific topic addressed, “SSH-2007-4.1.2”, the proposal focuses explicitly on the way in which “development processes have and are being affected by relations between world regions and countries”, and on the links between uneven development and such relationships. The project will indeed look at whether and how uneven development is linked to such relations, both past and present; at “the extent to which historical relationships such as colonial and post-colonial relations affect today’s development paths”; at “the role of urbanisation”; and at “gender and development relations”, to which we will be devoting an entire work package.",225342
act546671,5G EVE: 5G European Validation platform for Extensive trials,2018.0,2021.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA 815074,European Research Project,['communication engineering and systems telecommunications'],"We are at the “eve” of a fundamental transition in 5G, and the aspiration of 5G-EVE is to create the foundations for a pervasive roll-out of end-to-end 5G networks in Europe.5G-EVE supports this fundamental transition by offering to vertical industries and to all 5GPPP Phase3 projects  facilities to validate their network KPIs and their services.Important representatives of these vertical industries are directly involved as partners of 5G-EVE exactly to influence the design of the end-to-end 5G services, and to provide an early assessment.The 5G-EVE end-to-end facility  consists of the interconnection of four 5G-site-facilities (France, Spain, Italy, Greece), which have been selected because of their considerable previous work with vertical industries and standardisation bodies, on top of their  5G technology competences.5G-EVE aims at creating synergies between a significant number of facilities that will ensure sustainability and impact in terms of exploitation.The 5G-EVE facility will enable experiments with: (a) heterogeneous access, including NR, licensed/unlicensed spectrum, advanced spectrum management; (b) Mobile Edge Computing, backhaul, core/service technologies; (c) means for site-interworking and multi-site/domain/technology slicing/orchestration.5G-EVE will be initially compliant with 3GPP Rel. 15 and, later on, with Rel. 16.Industrial verticals will be facilitated in the specification/analysis of experiments through: (a) intent-based, and other high-level, interfaces; (b) means for advanced 5G testing, i.e., for KPI analysis, technology benchmarking, performance diagnosis. A VNF pool, including open source and proprietary, radio/network/service, components will be developed and made available.5G-EVE will impact standards, and has the potential and strategy for ensuring the sustainability of the facility beyond the project lifetime, therefore becoming a cornerstone of the 5G PPP programme and beyond.",815074
act544620,Remote area Access Network for 5th GEneration (5GRANGE),2017.0,2020.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA-777137-5GRANGE,European Research Project,['internet access; remote areas; cognitive radio; 5g; large coverage; agribusiness applications; high mobility; digital dividend; tv white spaces.'],"5G is considered the next revolution in communication. Several researches focus efforts in tackling challenges for enhancing data rate, reducing latency, improving connectivity and reducing consumption. However there is one relevant mode that has not been strongly supported by the research efforts, which is Internet access for remote areas. As of today, we estimate 1.4 billion of unconnected people live in areas where mobile broadband coverage is not available, showing the immense impact of a network that can deliver high quality Internet access in remote areas. It is clear that a sustainable rural service will not be available unless network deployments and business strategies are specifically tailored to this scenario. Integrating state-of-the-art in mobile communication with business concepts of sharing economy would allow any local entrepreneur to become a profitable mobile rural infrastructure operator with extremely capillary commercialization and operating capabilities. The goal of 5G-RANGE is surpass the limitations of current technologies, making the coverage of low populate areas a feasible business. We aim for a cell radius above 50 km with at least 100 Mbps at the edge, employing both licensed and unlicensed frequencies, while cognitive radio techniques will be used to protect incumbents. Clearly, this new 5G mode needs to be flexible to comply with different applications and services. The current standards cannot use spectral wholes and have limited spectrum mobility. A new waveform needs to be considered and the mechanisms in the MAC and Network layers must take advantage of the features of this waveform in order to provide the desirable dynamic and fragmented spectrum allocation. The combination of an innovative PHY and a cognitive MAC will result in a 5G mode able to reach the unconnected people, not only in Brazil, but worldwide. This network will also trigger new agribusiness services, bringing new revenues for different sectors of our society.",777137
act557095,"POLYmer based electro-optic PCB motherboard integration with Si3N4 Chiplets, InP Components and Electronic ICs enabling affordable photonic modules for THz Sensing and quantum computing applications",2023.0,2026.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101070549,European Research Project,,"Despite the significant advances that photonic integrated circuits (PICs) offer in terms of miniaturization, power consumption and functionalities, they run into scalability and cost issues, related to the fabrication yield, the increased integration and packaging complexity, the lack of wafer scale compatible processes and the lack of integration and packaging standards. Furthermore, so far photonic packaging considered the sub-GHz electrical connections to the PICs as a separate and second priority issue, until the number of electrical IOs of the PICs was too large to ignore. POLYNICES aims to address these challenges with the development of a novel general purpose photonic integration technology, compatible with wafer scale processes that will reduce the production costs of photonic modules by at least 10x. POLYNICES will develop for the first time a polymer based Electro-Optic PCB (EOPCB) motherboard that will host Si3N4 chiplets, InP components and micro-optical elements. POLYNICES invests in Si3N4 platform with PZT actuators to realize complex structures in only 1x1 cm2 chiplets with ultra-low power consumption. The chiplets’ grid array electrical pads and the use of flip-chip integration on vertical alignment stops will allow optical alignment and electrical connection in one step. The standard size and interfaces of the chiplets as well as the electronic IC co-packaging on the same EOPCB, provides excellent scalability and customization, and significantly simplifies packaging. Dielectric rod THz antennas will be integrated on the EOPCB taking advantage of its good HF properties. Using the above novel concepts and building blocks, POLYNICES will develop a fully integrated optoelectronic FMCW THz spectrometer with THz antenna array and beam steering abilities for quality control in plastics, a 16x16 quantum processor with integrated 780 nm light source and non-linear crystals and a 24x24 quantum processor with integrated squeezed light state source.",101070549
act538517,TRIPOD: Training and Research Involving Polymer Optical Devices (RTD),2013.0,2017.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,PITN-GA-2013-608382,European Research Project,['polymer optical fiber; bragg grating; sensor'],"The project is located in the field of optical fibre sensors - an area where Europe has developed internationally competitive research and commercial activity. The aim is to significantly extend the range of application of optical fibre grating sensors by developing a mature version of the technology in polymer optical fibres and thereby increase European competitiveness.Polymer fibres offer some key advantages over silica, the two most important perhaps being the ability to sense much higher strains and the considerably reduced stiffness of the plastic compared to the glass fibre. Polymers are however complex materials and the properties of a sensor in this material are dependent on all stages of the sensor fabrication process, from initial preform production, through fibre drawing to grating fabrication.In TRIPOD we have brought together an interdisciplinary scientific team with expertise covering all aspects of the sensor fabrication path to enable us to obtain a full understanding of the process, with the aim of enabling us to produce optimised grating sensors, efficiently, repeatably and reliably. Integral to the programme are end-user companies who will provide direction on sensor development and training to the researchers on business issues, as well as familiarising themselves with the new technology, enabling them to expand their business models. In addition, we include technology innovators to open up further applications and potential markets.",608382
act556883,DESIRE6G: Deep Programmability and Secure Distributed Intelligence for Real-Time End-to-End 6G Networks,2023.0,2025.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,GA - 101096466,European Research Project,,"Over the past decades the mobile communications has evolved over the different generations to the current 5G, and transformed into a fundamental infrastructure that supports digital demands from all industry sectors. However, 5G systems are expected to fall short on meeting the anticipated stringent performance requirements for the new generation of real time mission-critical applications. In view of that, DESIRE6G will design and develop novel zero-touch control, management, and orchestration platform, with native integration of AI, to support eXtreme URLLC application requirements. DESIRE6G will re-architect mobile networks through a) its intent-based control and end-to-end orchestration that targets to achieve near real time autonomic networking; and b) a cloud-native unified programmable data plane layer supporting multi-tenancy. The latter will be supported by a generic hardware abstraction layer designed for heterogeneous systems. Flexible composition of modular micro-services for slice specific implementations and flexible function placement depending on HW requirements will enable granular use case instantiation and service level assurance with minimum resource consumption and maximum energy efficiency. The DESIRE6G data, control, management, and orchestration plane is supported by a pervasive monitoring system, extending from the network to the user equipment or IoT terminal. DESIRE6G will employ distributed ledger technology to support a) dynamic federation for services across of multiple administrative domains and b) infrastructure-agnostic software security. Finally, DESIRE6G will enable communication-, and energy- efficient distributed AI, at the network edge, while considering application-level requirements and resource constraints. The proposed innovations will be validated employing a VR/AR/MR and a Digital Twin application at two distinct experimental sites.",101096466
act553274,Skills4EOSC:Skills for the European Open Science Commons: Creating a Training Ecosystem for Open and FAIR Science,2022.0,2025.0,EUROPEAN COMMISSION RESEARCH EXECUTIVE AGENCY,101058527,European Research Project,"['new improvement profiles and identification of skills; identification of skills need;competence centres; eosc; fair; open science; data intensive; research data management; evidence-based-policy; data stewards; networking; science commons, training']","Skills4EOSC brings together leading experiences of national, regional, institutional and thematic Open Science (OS) and Data Competence Centres from 18 European countries with the goal of unifying the current training landscape into a common and trusted pan-European ecosystem, in order to accelerate the upskilling of European researchers and data professionals in the field of FAIR and Open Data, intensive-data science and Scientific Data Management.Competence Centres (CC) are seen as centres of gravity of OS and EOSC activities in their countries. These entities can either be established national initiatives (as is the case of ICDI in Italy) or initiatives under establishment (e.g. Austria, Greece and the Nordic countries) or organizations which have the leading or mandated contribution to the OS activities nationally. CCs pool the expertise available within research institutions, universities and thematic and cross-discipline research infrastructures. They offer training and support, empowerment, lifelong learning, professionalization and resources to a variety of stakeholders, including not only researchers and data stewards, but also funders, decision makers, civil servants, and industry.Thanks to their position at the heart of the above described multi-stakeholder landscape, the CCs represented by the Skills4EOSC partners play a pivotal role in national plans for Open Science and in the interaction with scientific communities. They also have close access to policy makers and the related funding streams. The Skills4EOSC project will leverage this reference role to establish a pan-European network of CCs on OS and data, coordinatingthe work done at the national level to upskill professionals in this field. The Skills4EOSC CC network will drive the co-creation of harmonised trainer accreditation pathways, academic and professional curricula and skills quality assurance, recognition frameworks, and learning material creation methodologies.",101058527
